FILE,SIFIS PLAIN,SIFIS QUANTIZED,CRAP,SKUNK,IGNORED
lib.rs,33.725,0.592,72.847,38.667,false
from_comment.rs,2.857,0.571,5.011,1.538,false
resolving.rs,49.311,0.657,76.695,20.112,false
search.rs,51.000,0.927,55.009,3.188,false
nester.rs,18.065,0.903,20.000,0.800,false
replacing.rs,37.786,0.821,46.553,11.767,false
matching.rs,132.166,0.820,219.365,70.253,false
errors.rs,1.714,0.286,6.105,3.429,false
path_transform.rs,35.676,0.743,48.043,5.097,false
items_locator.rs,24.331,0.760,32.725,11.406,false
ty_filter.rs,14.771,0.671,22.033,3.592,false
line_index.rs,19.918,0.664,32.381,16.596,false
defs.rs,115.854,0.823,190.139,47.307,false
rename.rs,112.538,1.098,182.614,68.955,false
traits.rs,17.692,0.769,23.004,1.804,false
tests.rs,10.619,1.062,10.000,0.400,false
lib.rs,15.897,0.397,43.259,20.282,false
assists.rs,7.111,0.222,207.583,71.111,false
label.rs,8.471,0.471,20.592,14.400,false
insert_use.rs,88.115,0.866,218.059,90.257,false
rust_doc.rs,13.571,0.679,25.530,19.200,false
import_assets.rs,107.037,0.770,141.199,26.943,false
node_ext.rs,49.592,1.042,79.248,29.183,false
famous_defs.rs,42.336,0.784,56.315,20.000,false
merge_imports.rs,96.427,1.087,120.070,35.379,false
tests.rs,109.434,1.368,80.000,3.200,false
tests.rs,15.158,1.684,9.000,0.360,false
apply_change.rs,1.523,0.169,56.503,30.133,false
search.rs,146.052,0.924,205.868,48.175,false
active_parameter.rs,15.466,0.672,23.193,6.571,false
symbol_index.rs,128.181,0.838,238.205,91.542,false
sourcegen_lints.rs,0.000,0.000,2162.000,184.000,false
source_change.rs,13.895,0.579,24.995,11.520,false
helpers.rs,67.018,0.795,146.786,64.118,false
tests.rs,14.714,0.866,17.000,0.654,false
lib.rs,26.665,0.916,43.078,5.983,false
add_reference_here.rs,21.538,1.795,12.000,0.480,false
missing_fields.rs,80.621,2.179,37.000,0.357,false
unresolved_proc_macro.rs,0.000,0.000,30.000,20.000,false
unimplemented_builtin_macro.rs,0.000,0.000,6.000,8.000,false
unlinked_file.rs,55.464,1.387,40.001,1.181,false
replace_filter_map_next_with_find_map.rs,20.192,1.346,15.000,0.600,false
unresolved_macro_call.rs,15.231,1.269,12.000,0.480,false
no_such_field.rs,63.718,1.965,39.227,8.278,false
unresolved_import.rs,13.412,2.235,6.000,0.240,false
break_outside_of_loop.rs,3.619,0.905,4.000,0.160,false
malformed_derive.rs,3.391,1.130,3.000,0.120,false
useless_braces.rs,20.293,1.561,13.000,0.520,false
invalid_derive_target.rs,3.391,1.130,3.000,0.120,false
missing_unsafe.rs,16.917,2.417,7.000,0.280,false
incorrect_case.rs,68.671,2.081,33.000,1.320,false
missing_ok_or_some_in_tail_expr.rs,32.000,2.000,16.000,0.640,false
missing_match_arms.rs,134.942,3.138,43.000,1.720,false
unresolved_module.rs,12.490,1.784,7.000,0.280,false
macro_error.rs,22.857,2.540,9.000,0.360,false
unresolved_extern_crate.rs,6.607,1.321,5.000,0.200,false
mismatched_arg_count.rs,57.788,1.993,29.008,2.495,false
inactive_code.rs,14.902,1.863,8.000,0.333,false
remove_this_semicolon.rs,8.644,0.864,10.001,0.769,false
field_shorthand.rs,27.360,1.368,20.001,0.925,false
sourcegen.rs,15.400,0.733,21.469,8.571,false
lib.rs,43.000,0.500,165.261,75.843,false
map.rs,14.275,0.549,35.729,25.297,false
flags.rs,0.000,0.000,210.000,56.000,false
metrics.rs,0.000,0.000,3422.000,232.000,false
dist.rs,0.000,0.000,2256.000,188.000,false
release.rs,0.000,0.000,1482.000,152.000,false
install.rs,0.000,0.000,1892.000,172.000,false
main.rs,0.000,0.000,870.000,116.000,false
changelog.rs,0.000,0.000,1260.000,140.000,false
AVG,54.588,0.947,2232.047,72.661,false
MIN,0.000,0.000,1.125,0.080,false
MAX,911.009,6.815,344406.508,3882.066,false
LIST OF IGNORED FILES,----------,----------,----------,----------,----------
crc32_table.rs,0.000,0.000,0.000,0.000,true
tag.rs,0.000,0.000,0.000,0.000,true
probe.rs,0.000,0.000,0.000,0.000,true
crc32_table.rs,0.000,0.000,0.000,0.000,true
tag.rs,0.000,0.000,0.000,0.000,true
minicore.rs,0.000,0.000,0.000,0.000,true
google_cpu_profiler.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
lib.rs,0.000,0.000,0.000,0.000,true
diagnostics.rs,0.000,0.000,0.000,0.000,true
reparse.rs,0.000,0.000,0.000,0.000,true
parser.rs,0.000,0.000,0.000,0.000,true
0000.rs,0.000,0.000,0.000,0.000,true
0003.rs,0.000,0.000,0.000,0.000,true
0001.rs,0.000,0.000,0.000,0.000,true
0002.rs,0.000,0.000,0.000,0.000,true
0004.rs,0.000,0.000,0.000,0.000,true
0048_double_fish.rs,0.000,0.000,0.000,0.000,true
0021_incomplete_param.rs,0.000,0.000,0.000,0.000,true
0010_unsafe_lambda_block.rs,0.000,0.000,0.000,0.000,true
0036_partial_use.rs,0.000,0.000,0.000,0.000,true
0046_mutable_const_item.rs,0.000,0.000,0.000,0.000,true
0001_item_recovery_in_file.rs,0.000,0.000,0.000,0.000,true
0037_visibility_in_traits.rs,0.000,0.000,0.000,0.000,true
0035_use_recover.rs,0.000,0.000,0.000,0.000,true
0000_struct_field_missing_comma.rs,0.000,0.000,0.000,0.000,true
0044_item_modifiers.rs,0.000,0.000,0.000,0.000,true
0024_many_type_parens.rs,0.000,0.000,0.000,0.000,true
0017_incomplete_binexpr.rs,0.000,0.000,0.000,0.000,true
0038_endless_inclusive_range.rs,0.000,0.000,0.000,0.000,true
0011_extern_struct.rs,0.000,0.000,0.000,0.000,true
0022_bad_exprs.rs,0.000,0.000,0.000,0.000,true
0033_match_arms_outer_attrs.rs,0.000,0.000,0.000,0.000,true
0003_C++_semicolon.rs,0.000,0.000,0.000,0.000,true
0018_incomplete_fn.rs,0.000,0.000,0.000,0.000,true
0039_lambda_recovery.rs,0.000,0.000,0.000,0.000,true
0019_let_recover.rs,0.000,0.000,0.000,0.000,true
0042_weird_blocks.rs,0.000,0.000,0.000,0.000,true
0031_block_inner_attrs.rs,0.000,0.000,0.000,0.000,true
0020_fn_recover.rs,0.000,0.000,0.000,0.000,true
0002_duplicate_shebang.rs,0.000,0.000,0.000,0.000,true
0043_unexpected_for_type.rs,0.000,0.000,0.000,0.000,true
0032_match_arms_inner_attrs.rs,0.000,0.000,0.000,0.000,true
0025_nope.rs,0.000,0.000,0.000,0.000,true
0034_bad_box_pattern.rs,0.000,0.000,0.000,0.000,true
0006_named_field_recovery.rs,0.000,0.000,0.000,0.000,true
0045_ambiguous_trait_object.rs,0.000,0.000,0.000,0.000,true
0009_broken_struct_type_parameter.rs,0.000,0.000,0.000,0.000,true
0004_use_path_bad_segment.rs,0.000,0.000,0.000,0.000,true
0016_missing_semi.rs,0.000,0.000,0.000,0.000,true
0029_field_completion.rs,0.000,0.000,0.000,0.000,true
0015_curly_in_params.rs,0.000,0.000,0.000,0.000,true
0040_illegal_crate_kw_location.rs,0.000,0.000,0.000,0.000,true
0008_item_block_recovery.rs,0.000,0.000,0.000,0.000,true
0041_illegal_self_keyword_location.rs,0.000,0.000,0.000,0.000,true
0027_incomplere_where_for.rs,0.000,0.000,0.000,0.000,true
0023_mismatched_paren.rs,0.000,0.000,0.000,0.000,true
0005_attribute_recover.rs,0.000,0.000,0.000,0.000,true
0013_invalid_type.rs,0.000,0.000,0.000,0.000,true
0026_imp_recovery.rs,0.000,0.000,0.000,0.000,true
0007_stray_curly_in_file.rs,0.000,0.000,0.000,0.000,true
0014_where_no_bounds.rs,0.000,0.000,0.000,0.000,true
0047_repated_extern_modifier.rs,0.000,0.000,0.000,0.000,true
0013_anonymous_static.rs,0.000,0.000,0.000,0.000,true
0010_bad_tuple_index_expr.rs,0.000,0.000,0.000,0.000,true
0007_async_without_semicolon.rs,0.000,0.000,0.000,0.000,true
0015_empty_segment.rs,0.000,0.000,0.000,0.000,true
0003_pointer_type_no_mutability.rs,0.000,0.000,0.000,0.000,true
0008_pub_expr.rs,0.000,0.000,0.000,0.000,true
0014_record_literal_before_ellipsis_recovery.rs,0.000,0.000,0.000,0.000,true
0015_missing_fn_param_type.rs,0.000,0.000,0.000,0.000,true
0006_unsafe_block_in_mod.rs,0.000,0.000,0.000,0.000,true
0001_array_type_missing_semi.rs,0.000,0.000,0.000,0.000,true
0002_misplaced_label_err.rs,0.000,0.000,0.000,0.000,true
0005_fn_pointer_type_missing_fn.rs,0.000,0.000,0.000,0.000,true
0014_struct_field_recover.rs,0.000,0.000,0.000,0.000,true
0004_impl_type.rs,0.000,0.000,0.000,0.000,true
0142_for_range_from.rs,0.000,0.000,0.000,0.000,true
0163_default_unsafe_item.rs,0.000,0.000,0.000,0.000,true
0013_pointer_type_mut.rs,0.000,0.000,0.000,0.000,true
0143_box_pat.rs,0.000,0.000,0.000,0.000,true
0159_try_macro_fallback.rs,0.000,0.000,0.000,0.000,true
0152_arg_with_attr.rs,0.000,0.000,0.000,0.000,true
0184_generic_param_list.rs,0.000,0.000,0.000,0.000,true
0164_type_path_in_pattern.rs,0.000,0.000,0.000,0.000,true
0006_self_param.rs,0.000,0.000,0.000,0.000,true
0051_unit_type.rs,0.000,0.000,0.000,0.000,true
0076_function_where_clause.rs,0.000,0.000,0.000,0.000,true
0164_default_item.rs,0.000,0.000,0.000,0.000,true
0157_const_block.rs,0.000,0.000,0.000,0.000,true
0157_variant_discriminant.rs,0.000,0.000,0.000,0.000,true
0102_record_pat_field_list.rs,0.000,0.000,0.000,0.000,true
0074_stmt_postfix_expr_ambiguity.rs,0.000,0.000,0.000,0.000,true
0028_impl_trait_type.rs,0.000,0.000,0.000,0.000,true
0138_expression_after_block.rs,0.000,0.000,0.000,0.000,true
0052_path_type.rs,0.000,0.000,0.000,0.000,true
0177_assoc_item_list_inner_attrs.rs,0.000,0.000,0.000,0.000,true
0064_if_expr.rs,0.000,0.000,0.000,0.000,true
0120_match_arms_inner_attribute.rs,0.000,0.000,0.000,0.000,true
0183_const_arg_block.rs,0.000,0.000,0.000,0.000,true
0138_self_param_outer_attr.rs,0.000,0.000,0.000,0.000,true
0005_function_type_params.rs,0.000,0.000,0.000,0.000,true
0177_trait_alias_where_clause.rs,0.000,0.000,0.000,0.000,true
0082_ref_expr.rs,0.000,0.000,0.000,0.000,true
0172_const_item.rs,0.000,0.000,0.000,0.000,true
0048_path_type_with_bounds.rs,0.000,0.000,0.000,0.000,true
0154_tuple_attrs.rs,0.000,0.000,0.000,0.000,true
0153_pub_parens_typepath.rs,0.000,0.000,0.000,0.000,true
0040_crate_keyword_vis.rs,0.000,0.000,0.000,0.000,true
0156_fn_def_param.rs,0.000,0.000,0.000,0.000,true
0188_const_arg_path.rs,0.000,0.000,0.000,0.000,true
0018_arb_self_types.rs,0.000,0.000,0.000,0.000,true
0062_mod_contents.rs,0.000,0.000,0.000,0.000,true
0194_let_else.rs,0.000,0.000,0.000,0.000,true
0151_trait_alias.rs,0.000,0.000,0.000,0.000,true
0123_param_list_vararg.rs,0.000,0.000,0.000,0.000,true
0150_array_attrs.rs,0.000,0.000,0.000,0.000,true
0088_break_ambiguity.rs,0.000,0.000,0.000,0.000,true
0092_fn_pointer_type_with_ret.rs,0.000,0.000,0.000,0.000,true
0190_generic_arg.rs,0.000,0.000,0.000,0.000,true
0086_function_ret_type.rs,0.000,0.000,0.000,0.000,true
0160_crate_visibility_in.rs,0.000,0.000,0.000,0.000,true
0015_continue_expr.rs,0.000,0.000,0.000,0.000,true
0174_trait_item_generic_params.rs,0.000,0.000,0.000,0.000,true
0183_type_param.rs,0.000,0.000,0.000,0.000,true
0022_crate_visibility.rs,0.000,0.000,0.000,0.000,true
0170_mod_item_curly.rs,0.000,0.000,0.000,0.000,true
0162_unsafe_block.rs,0.000,0.000,0.000,0.000,true
0025_slice_type.rs,0.000,0.000,0.000,0.000,true
0014_never_type.rs,0.000,0.000,0.000,0.000,true
0010_extern_block.rs,0.000,0.000,0.000,0.000,true
0173_macro_def_curly.rs,0.000,0.000,0.000,0.000,true
0165_const_param_defaults.rs,0.000,0.000,0.000,0.000,true
0174_unit_struct.rs,0.000,0.000,0.000,0.000,true
0132_box_expr.rs,0.000,0.000,0.000,0.000,true
0161_impl_item_const.rs,0.000,0.000,0.000,0.000,true
0011_field_expr.rs,0.000,0.000,0.000,0.000,true
0158_macro_rules_non_brace.rs,0.000,0.000,0.000,0.000,true
0067_crate_path.rs,0.000,0.000,0.000,0.000,true
0177_use_tree.rs,0.000,0.000,0.000,0.000,true
0046_singleton_tuple_type.rs,0.000,0.000,0.000,0.000,true
0162_default_async_unsafe_fn.rs,0.000,0.000,0.000,0.000,true
0038_full_range_expr.rs,0.000,0.000,0.000,0.000,true
0137_await_expr.rs,0.000,0.000,0.000,0.000,true
0184_const_arg.rs,0.000,0.000,0.000,0.000,true
0169_mod_item.rs,0.000,0.000,0.000,0.000,true
0007_type_param_bounds.rs,0.000,0.000,0.000,0.000,true
0147_const_param.rs,0.000,0.000,0.000,0.000,true
0058_range_pat.rs,0.000,0.000,0.000,0.000,true
0178_use_tree_path_use_tree.rs,0.000,0.000,0.000,0.000,true
0070_stmt_bin_expr_ambiguity.rs,0.000,0.000,0.000,0.000,true
0171_struct_item.rs,0.000,0.000,0.000,0.000,true
0004_value_parameters_no_patterns.rs,0.000,0.000,0.000,0.000,true
0030_cond.rs,0.000,0.000,0.000,0.000,true
0081_for_type.rs,0.000,0.000,0.000,0.000,true
0009_loop_expr.rs,0.000,0.000,0.000,0.000,true
0185_assoc_type_bound.rs,0.000,0.000,0.000,0.000,true
0073_type_item_type_params.rs,0.000,0.000,0.000,0.000,true
0145_record_pat_field.rs,0.000,0.000,0.000,0.000,true
0050_fn_decl.rs,0.000,0.000,0.000,0.000,true
0189_const_arg_literal.rs,0.000,0.000,0.000,0.000,true
0109_label.rs,0.000,0.000,0.000,0.000,true
0156_or_pattern.rs,0.000,0.000,0.000,0.000,true
0181_use_item.rs,0.000,0.000,0.000,0.000,true
0113_nocontentexpr.rs,0.000,0.000,0.000,0.000,true
0104_path_fn_trait_args.rs,0.000,0.000,0.000,0.000,true
0078_type_alias.rs,0.000,0.000,0.000,0.000,true
0163_default_async_fn.rs,0.000,0.000,0.000,0.000,true
0158_binop_resets_statementness.rs,0.000,0.000,0.000,0.000,true
0063_impl_item_neg.rs,0.000,0.000,0.000,0.000,true
0125_crate_keyword_path.rs,0.000,0.000,0.000,0.000,true
0154_no_dyn_trait_leading_for.rs,0.000,0.000,0.000,0.000,true
0075_block.rs,0.000,0.000,0.000,0.000,true
0182_lifetime_param.rs,0.000,0.000,0.000,0.000,true
0144_dot_dot_pat.rs,0.000,0.000,0.000,0.000,true
0194_macro_inside_generic_arg.rs,0.000,0.000,0.000,0.000,true
0093_index_expr.rs,0.000,0.000,0.000,0.000,true
0158_lambda_ret_block.rs,0.000,0.000,0.000,0.000,true
0192_const_arg_bool_literal.rs,0.000,0.000,0.000,0.000,true
0193_let_stmt_init.rs,0.000,0.000,0.000,0.000,true
0176_trait_item_where_clause.rs,0.000,0.000,0.000,0.000,true
0077_try_expr.rs,0.000,0.000,0.000,0.000,true
0024_slice_pat.rs,0.000,0.000,0.000,0.000,true
0045_param_list_opt_patterns.rs,0.000,0.000,0.000,0.000,true
0131_existential_type.rs,0.000,0.000,0.000,0.000,true
0130_let_stmt.rs,0.000,0.000,0.000,0.000,true
0053_path_expr.rs,0.000,0.000,0.000,0.000,true
0180_use_tree_path_star.rs,0.000,0.000,0.000,0.000,true
0084_paren_type.rs,0.000,0.000,0.000,0.000,true
0034_break_expr.rs,0.000,0.000,0.000,0.000,true
0155_closure_params.rs,0.000,0.000,0.000,0.000,true
0196_pub_tuple_field.rs,0.000,0.000,0.000,0.000,true
0037_qual_paths.rs,0.000,0.000,0.000,0.000,true
0121_match_arms_outer_attributes.rs,0.000,0.000,0.000,0.000,true
0176_use_tree_alias.rs,0.000,0.000,0.000,0.000,true
0066_match_arm.rs,0.000,0.000,0.000,0.000,true
0117_macro_call_type.rs,0.000,0.000,0.000,0.000,true
0054_record_field_attrs.rs,0.000,0.000,0.000,0.000,true
0003_where_pred_for.rs,0.000,0.000,0.000,0.000,true
0175_trait_item_bounds.rs,0.000,0.000,0.000,0.000,true
0138_associated_type_bounds.rs,0.000,0.000,0.000,0.000,true
0059_match_arms_commas.rs,0.000,0.000,0.000,0.000,true
0181_generic_param_attribute.rs,0.000,0.000,0.000,0.000,true
0042_call_expr.rs,0.000,0.000,0.000,0.000,true
0008_path_part.rs,0.000,0.000,0.000,0.000,true
0072_return_expr.rs,0.000,0.000,0.000,0.000,true
0095_placeholder_pat.rs,0.000,0.000,0.000,0.000,true
0174_use_tree_star.rs,0.000,0.000,0.000,0.000,true
0017_array_type.rs,0.000,0.000,0.000,0.000,true
0147_macro_def.rs,0.000,0.000,0.000,0.000,true
0173_anonymous_const.rs,0.000,0.000,0.000,0.000,true
0139_param_outer_arg.rs,0.000,0.000,0.000,0.000,true
0177_use_tree_path.rs,0.000,0.000,0.000,0.000,true
0114_tuple_struct_where.rs,0.000,0.000,0.000,0.000,true
0032_fn_pointer_type.rs,0.000,0.000,0.000,0.000,true
0079_impl_item.rs,0.000,0.000,0.000,0.000,true
0159_yield_expr.rs,0.000,0.000,0.000,0.000,true
0166_half_open_range_pat.rs,0.000,0.000,0.000,0.000,true
0161_labeled_block.rs,0.000,0.000,0.000,0.000,true
0080_postfix_range.rs,0.000,0.000,0.000,0.000,true
0154_fn_pointer_param_ident_path.rs,0.000,0.000,0.000,0.000,true
0112_bind_pat.rs,0.000,0.000,0.000,0.000,true
0150_impl_type_params.rs,0.000,0.000,0.000,0.000,true
0021_assoc_item_list.rs,0.000,0.000,0.000,0.000,true
0111_tuple_pat.rs,0.000,0.000,0.000,0.000,true
0151_fn.rs,0.000,0.000,0.000,0.000,true
0125_record_literal_field_with_attr.rs,0.000,0.000,0.000,0.000,true
0026_tuple_pat_fields.rs,0.000,0.000,0.000,0.000,true
0170_tuple_struct.rs,0.000,0.000,0.000,0.000,true
0071_match_expr.rs,0.000,0.000,0.000,0.000,true
0107_method_call_expr.rs,0.000,0.000,0.000,0.000,true
0027_ref_pat.rs,0.000,0.000,0.000,0.000,true
0157_fn_pointer_unnamed_arg.rs,0.000,0.000,0.000,0.000,true
0055_literal_pattern.rs,0.000,0.000,0.000,0.000,true
0056_where_clause.rs,0.000,0.000,0.000,0.000,true
0029_cast_expr.rs,0.000,0.000,0.000,0.000,true
0096_no_semi_after_block.rs,0.000,0.000,0.000,0.000,true
0130_try_block_expr.rs,0.000,0.000,0.000,0.000,true
0129_marco_pat.rs,0.000,0.000,0.000,0.000,true
0061_record_lit.rs,0.000,0.000,0.000,0.000,true
0012_type_item_where_clause.rs,0.000,0.000,0.000,0.000,true
0019_unary_expr.rs,0.000,0.000,0.000,0.000,true
0085_expr_literals.rs,0.000,0.000,0.000,0.000,true
0194_let_stmt_ascription.rs,0.000,0.000,0.000,0.000,true
0186_lifetime_arg.rs,0.000,0.000,0.000,0.000,true
0168_extern_crate_rename.rs,0.000,0.000,0.000,0.000,true
0033_reference_type;.rs,0.000,0.000,0.000,0.000,true
0115_tuple_field_attrs.rs,0.000,0.000,0.000,0.000,true
0023_placeholder_type.rs,0.000,0.000,0.000,0.000,true
0118_match_guard.rs,0.000,0.000,0.000,0.000,true
0187_assoc_type_eq.rs,0.000,0.000,0.000,0.000,true
0099_param_list.rs,0.000,0.000,0.000,0.000,true
0044_block_items.rs,0.000,0.000,0.000,0.000,true
0106_lambda_expr.rs,0.000,0.000,0.000,0.000,true
0191_const_arg_negative_number.rs,0.000,0.000,0.000,0.000,true
0134_nocontentexpr_after_item.rs,0.000,0.000,0.000,0.000,true
0090_type_param_default.rs,0.000,0.000,0.000,0.000,true
0172_record_field_list.rs,0.000,0.000,0.000,0.000,true
0031_while_expr.rs,0.000,0.000,0.000,0.000,true
0160_try_macro_rules.rs,0.000,0.000,0.000,0.000,true
0179_use_tree_abs_star.rs,0.000,0.000,0.000,0.000,true
0041_trait_item.rs,0.000,0.000,0.000,0.000,true
0156_const_block_pat.rs,0.000,0.000,0.000,0.000,true
0108_tuple_expr.rs,0.000,0.000,0.000,0.000,true
0103_array_expr.rs,0.000,0.000,0.000,0.000,true
0126_attr_on_expr_stmt.rs,0.000,0.000,0.000,0.000,true
0146_as_precedence.rs,0.000,0.000,0.000,0.000,true
0100_for_expr.rs,0.000,0.000,0.000,0.000,true
0002_use_tree_list.rs,0.000,0.000,0.000,0.000,true
0060_extern_crate.rs,0.000,0.000,0.000,0.000,true
0065_dyn_trait_type.rs,0.000,0.000,0.000,0.000,true
0168_extern_crate_self.rs,0.000,0.000,0.000,0.000,true
0173_union_item.rs,0.000,0.000,0.000,0.000,true
0000_truncated_add.rs,0.000,0.000,0.000,0.000,true
0000_add.rs,0.000,0.000,0.000,0.000,true
0000_semicolon.rs,0.000,0.000,0.000,0.000,true
0000_multiple_stmts.rs,0.000,0.000,0.000,0.000,true
0000_open_parenthesis.rs,0.000,0.000,0.000,0.000,true
0000_unterminated_expr.rs,0.000,0.000,0.000,0.000,true
0000_attr.rs,0.000,0.000,0.000,0.000,true
0000_expr.rs,0.000,0.000,0.000,0.000,true
0000_macro_let_stmt.rs,0.000,0.000,0.000,0.000,true
0000_macro_unterminated_let_stmt.rs,0.000,0.000,0.000,0.000,true
0000_struct_item.rs,0.000,0.000,0.000,0.000,true
0000_unterminated_let_stmt.rs,0.000,0.000,0.000,0.000,true
0000_expr_block.rs,0.000,0.000,0.000,0.000,true
0000_let_stmt.rs,0.000,0.000,0.000,0.000,true
0000_unterminated_fn_call.rs,0.000,0.000,0.000,0.000,true
0000_fn_call.rs,0.000,0.000,0.000,0.000,true
0000_extra_keyword.rs,0.000,0.000,0.000,0.000,true
0000_fn.rs,0.000,0.000,0.000,0.000,true
0000_reserved_word.rs,0.000,0.000,0.000,0.000,true
0001_expression.rs,0.000,0.000,0.000,0.000,true
0000_single_ident.rs,0.000,0.000,0.000,0.000,true
0001_multipart.rs,0.000,0.000,0.000,0.000,true
0000_missing_close.rs,0.000,0.000,0.000,0.000,true
0000_result.rs,0.000,0.000,0.000,0.000,true
0000_reserved_word.rs,0.000,0.000,0.000,0.000,true
0001_missing_paren.rs,0.000,0.000,0.000,0.000,true
0000_enum.rs,0.000,0.000,0.000,0.000,true
0015_use_tree.rs,0.000,0.000,0.000,0.000,true
0023_static_items.rs,0.000,0.000,0.000,0.000,true
0054_qual_path_in_type_arg.rs,0.000,0.000,0.000,0.000,true
0037_mod.rs,0.000,0.000,0.000,0.000,true
0052_for_range_block.rs,0.000,0.000,0.000,0.000,true
0061_match_full_range.rs,0.000,0.000,0.000,0.000,true
0031_extern.rs,0.000,0.000,0.000,0.000,true
0028_operator_binding_power.rs,0.000,0.000,0.000,0.000,true
0062_macro_2.0.rs,0.000,0.000,0.000,0.000,true
0032_where_for.rs,0.000,0.000,0.000,0.000,true
0042_ufcs_call_list.rs,0.000,0.000,0.000,0.000,true
0049_async_block.rs,0.000,0.000,0.000,0.000,true
0045_block_attrs.rs,0.000,0.000,0.000,0.000,true
0002_struct_item_field.rs,0.000,0.000,0.000,0.000,true
0013_use_path_self_super.rs,0.000,0.000,0.000,0.000,true
0000_empty.rs,0.000,0.000,0.000,0.000,true
0038_where_pred_type.rs,0.000,0.000,0.000,0.000,true
0067_where_for_pred.rs,0.000,0.000,0.000,0.000,true
0060_as_range.rs,0.000,0.000,0.000,0.000,true
0004_file_shebang.rs,0.000,0.000,0.000,0.000,true
0070_expr_attr_placement.rs,0.000,0.000,0.000,0.000,true
0027_unsafe_fn_in_block.rs,0.000,0.000,0.000,0.000,true
0039_raw_fn_item.rs,0.000,0.000,0.000,0.000,true
0022_empty_extern_block.rs,0.000,0.000,0.000,0.000,true
0048_compound_assignment.rs,0.000,0.000,0.000,0.000,true
0001_struct_item.rs,0.000,0.000,0.000,0.000,true
0040_raw_struct_item_field.rs,0.000,0.000,0.000,0.000,true
0011_outer_attribute.rs,0.000,0.000,0.000,0.000,true
0018_struct_type_params.rs,0.000,0.000,0.000,0.000,true
0012_visibility.rs,0.000,0.000,0.000,0.000,true
0016_struct_flavors.rs,0.000,0.000,0.000,0.000,true
0005_fn_item.rs,0.000,0.000,0.000,0.000,true
0025_extern_fn_in_block.rs,0.000,0.000,0.000,0.000,true
0034_crate_path_in_call.rs,0.000,0.000,0.000,0.000,true
0026_const_fn_in_block.rs,0.000,0.000,0.000,0.000,true
0030_string_suffixes.rs,0.000,0.000,0.000,0.000,true
0014_use_tree.rs,0.000,0.000,0.000,0.000,true
0006_inner_attributes.rs,0.000,0.000,0.000,0.000,true
0065_plus_after_fn_trait_bound.rs,0.000,0.000,0.000,0.000,true
0008_mod_item.rs,0.000,0.000,0.000,0.000,true
0064_impl_fn_params.rs,0.000,0.000,0.000,0.000,true
0056_neq_in_type.rs,0.000,0.000,0.000,0.000,true
0029_range_forms.rs,0.000,0.000,0.000,0.000,true
0020_type_param_bounds.rs,0.000,0.000,0.000,0.000,true
0033_label_break.rs,0.000,0.000,0.000,0.000,true
0035_weird_exprs.rs,0.000,0.000,0.000,0.000,true
0010_use_path_segments.rs,0.000,0.000,0.000,0.000,true
0044_let_attrs.rs,0.000,0.000,0.000,0.000,true
0058_unary_expr_precedence.rs,0.000,0.000,0.000,0.000,true
0046_extern_inner_attributes.rs,0.000,0.000,0.000,0.000,true
0019_enums.rs,0.000,0.000,0.000,0.000,true
0009_use_item.rs,0.000,0.000,0.000,0.000,true
0043_complex_assignment.rs,0.000,0.000,0.000,0.000,true
0068_item_modifiers.rs,0.000,0.000,0.000,0.000,true
0051_parameter_attrs.rs,0.000,0.000,0.000,0.000,true
0057_loop_in_call.rs,0.000,0.000,0.000,0.000,true
0041_raw_keywords.rs,0.000,0.000,0.000,0.000,true
0030_traits.rs,0.000,0.000,0.000,0.000,true
0063_trait_fn_patterns.rs,0.000,0.000,0.000,0.000,true
0071_stmt_attr_placement.rs,0.000,0.000,0.000,0.000,true
0017_attr_trailing_comma.rs,0.000,0.000,0.000,0.000,true
0047_minus_in_inner_pattern.rs,0.000,0.000,0.000,0.000,true
0059_loops_in_parens.rs,0.000,0.000,0.000,0.000,true
0069_multi_trait_object.rs,0.000,0.000,0.000,0.000,true
0050_async_block_as_argument.rs,0.000,0.000,0.000,0.000,true
0066_default_modifier.rs,0.000,0.000,0.000,0.000,true
0036_fully_qualified.rs,0.000,0.000,0.000,0.000,true
0065_comment_newline.rs,0.000,0.000,0.000,0.000,true
0053_outer_attribute_on_macro_rules.rs,0.000,0.000,0.000,0.000,true
0055_dot_dot_dot.rs,0.000,0.000,0.000,0.000,true
0007_extern_crate.rs,0.000,0.000,0.000,0.000,true
0063_variadic_fun.rs,0.000,0.000,0.000,0.000,true
0024_const_item.rs,0.000,0.000,0.000,0.000,true
0039_unclosed_raw_string_with_slash_n.rs,0.000,0.000,0.000,0.000,true
0035_unclosed_raw_string_with_ascii_escape.rs,0.000,0.000,0.000,0.000,true
0012_unclosed_byte_with_unicode_escape.rs,0.000,0.000,0.000,0.000,true
0031_unclosed_byte_string_with_slash_n.rs,0.000,0.000,0.000,0.000,true
